RecordID	RID	Squib	ReferenceReaction
57464	23608	http://kinetics.nist.gov/kinetics/Detail;jsessionid=813D44FBB344088C9B11E3D45FB0F9AC?id=1975GAU/SNE27:14	O(1D) + O2 → O2 + O·
57465	23608	http://kinetics.nist.gov/kinetics/Detail;jsessionid=813D44FBB344088C9B11E3D45FB0F9AC?id=1973SIM/HEI231:1	O(1D) + N2O → Products
57466	23608	http://kinetics.nist.gov/kinetics/Detail;jsessionid=813D44FBB344088C9B11E3D45FB0F9AC?id=1973HEI/HUS927:6	O(1D) + O2 → Products
57467	23608	http://kinetics.nist.gov/kinetics/Detail;jsessionid=813D44FBB344088C9B11E3D45FB0F9AC?id=1972SIM/HEI529:1	O(1D) + CO → CO + O·
57468	23608	http://kinetics.nist.gov/kinetics/Detail;jsessionid=813D44FBB344088C9B11E3D45FB0F9AC?id=1972LIS/HEI39:1	O(1D) + O3 → O2 + O2
57469	23608	http://kinetics.nist.gov/kinetics/Detail;jsessionid=813D44FBB344088C9B11E3D45FB0F9AC?id=1972FOR/SNE2747-2760:1	O(1D) + N2 → N2 + O·
57470	23608	http://kinetics.nist.gov/kinetics/Detail;jsessionid=813D44FBB344088C9B11E3D45FB0F9AC?id=1971SCO/CVE1440:6	O(1D) + N2O → Products
57471	23608	http://kinetics.nist.gov/kinetics/Detail;jsessionid=813D44FBB344088C9B11E3D45FB0F9AC?id=1971PRA/VIL1280:2	O(1D) + O2 → O2 + O·
57472	23609	http://kinetics.nist.gov/kinetics/Detail;jsessionid=7B124331A1F7C3D3BF13CB77418B24F0?id=1980ZEL/WAG3196:1	O(1D) + H2O → ·OH + ·OH
57477	23610	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6787F2843E7DEE8C13310BFDF344B486?id=1981PRA/PAU1109:8	O(1D) + O2 → O2 + O·
57478	23610	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6787F2843E7DEE8C13310BFDF344B486?id=1971PAR/CVE603:3	O(1D) + N2 → Products
57479	23610	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6787F2843E7DEE8C13310BFDF344B486?id=1971PAR/CVE603:4	O(1D) + O2 → Products
57480	23610	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6787F2843E7DEE8C13310BFDF344B486?id=1971PAR/CVE603:1	O(1D) + CO2 → Products
57481	23610	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6787F2843E7DEE8C13310BFDF344B486?id=1971PAR/CVE603:2	O(1D) + neo-C5H12 → Products
57488	23611	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D9CA6F2464EC946AB1876C6D70B419E4?id=1972SIM/LIS4248:1	O(1D) + N2 → N2 + O·
57501	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1972CLA/NOX1033-1038:2	O(1D) + CO2 → CO2 + O·
57502	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1971SLA/BLA1889-1898:2	O(1D) + CO2 → CO2 + O·
57503	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1971LOW2282-2283:4	O(1D) + O2 → O2 + O·
57504	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1971ELL/CAS240:4	O(1D) + O3 → O2 + O2
57505	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1971CAS/SCH258-264:4	O(1D) + O3 → O2 + O2
57506	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1970YAM3269-3272:6	O(1D) + CO2 → CO2 + O·
57507	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1970DON/HUS488-490:6	O(1D) + CO2 → CO2 + O·
57508	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1970DON/HUS488-490:5	O(1D) + CO2 → CO2 + O·
57509	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1970DEM4309-4310:2	O(1D) + CO2 → CO2 + O·
57510	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1969PAR/CVE7572-7577:6	O(1D) + neo-C5H12 → Products
57511	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1968WAR/SUL159-164:2	O(1D) + O3 → O2 + O2
57512	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1966WAR/SUL1225-1227:1	O(1D) + O2 → O2 + O·
57513	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1966PRE/CVE2888-2893:5	O(1D) + CO2 → CO2 + O·
57514	23612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FEF17B326B8471B7C67E00D529998B7?id=1964YAM/CVE3703-3710:8	O(1D) + C3H8 → Products
57520	23613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5318F51680E30CE4FFC4E57EA30541B8?id=1981PRA/PAU1109:7	O(1D) + O2 → O2 + O·
57525	23615	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0DF8C9A41D454AF4C61EB862A960F1B7?id=2004DUN/RAV3333-3340:2	O(1D) + H2O → ·OH + ·OH
57529	23619	http://kinetics.nist.gov/kinetics/Detail;jsessionid=47EF5144189737D09A4E2892B4F756E8?id=2004WAN/MEB11644-11650:3	O(1D) + NH3 → Products
57535	23620	http://kinetics.nist.gov/kinetics/Detail;jsessionid=231648DAB212E89D40424166B0DC80D4?id=1977DAV/SCH5021:6	O(1D) + CO2 → CO2 + O·
57536	23620	http://kinetics.nist.gov/kinetics/Detail;jsessionid=231648DAB212E89D40424166B0DC80D4?id=2004WAN/MEB11644-11650:1	O(1D) + NH3 → Products
57537	23621	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C4F0C11CAE346329AB2C09DAA5E247CB?id=2004WAN/MEB11644-11650:4	O(1D) + NH3 → Products
57538	23622	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2F5107D4808ECF734010CFAB6B1F293D?id=2004WAN/MEB11644-11650:2	O(1D) + NH3 → Products
57551	23627	http://kinetics.nist.gov/kinetics/Detail;jsessionid=ED6E7F9B69CD3D407562F62709B10960?id=1996TAK/WAD10145-10149:13	O(1D) + N2 → N2 + O·
57562	23630	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DEFA80F0FE31984C647E6D2FB2136EC?id=1971SCO/CVE1440:5	O(1D) + N2O → Products
57563	23630	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DEFA80F0FE31984C647E6D2FB2136EC?id=1971PAR/PRE3907-3912:1	O(1D) + CO2 → CO2 + O·
57564	23630	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DEFA80F0FE31984C647E6D2FB2136EC?id=1971ELL/CAS240:3	O(1D) + O3 → O2 + O2
57565	23630	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DEFA80F0FE31984C647E6D2FB2136EC?id=1971CAS/SCH258-264:3	O(1D) + O3 → O2 + O2
57566	23630	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DEFA80F0FE31984C647E6D2FB2136EC?id=1970YAM3269-3272:5	O(1D) + CO2 → CO2 + O·
57567	23630	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DEFA80F0FE31984C647E6D2FB2136EC?id=1970YAM3269-3272:4	O(1D) + CO2 → CO2 + O·
57568	23630	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DEFA80F0FE31984C647E6D2FB2136EC?id=1970DON/HUS488-490:4	O(1D) + CO2 → CO2 + O·
57569	23630	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DEFA80F0FE31984C647E6D2FB2136EC?id=1969PAR/CVE7572-7577:5	O(1D) + neo-C5H12 → Products
57570	23630	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DEFA80F0FE31984C647E6D2FB2136EC?id=1966PRE/CVE2888-2893:4	O(1D) + CO2 → CO2 + O·
57571	23630	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DEFA80F0FE31984C647E6D2FB2136EC?id=1964YAM/CVE3703-3710:6	O(1D) + C3H8 → Products
57576	23631	http://kinetics.nist.gov/kinetics/Detail;jsessionid=34CFAAD993B3844ED10BE100D9E2AEA2?id=1971SCO/CVE1440:4	O(1D) + N2O → Products
57577	23631	http://kinetics.nist.gov/kinetics/Detail;jsessionid=34CFAAD993B3844ED10BE100D9E2AEA2?id=1971ELL/CAS240:2	O(1D) + O3 → O2 + O2
57578	23631	http://kinetics.nist.gov/kinetics/Detail;jsessionid=34CFAAD993B3844ED10BE100D9E2AEA2?id=1971CAS/SCH258-264:2	O(1D) + O3 → O2 + O2
57579	23631	http://kinetics.nist.gov/kinetics/Detail;jsessionid=34CFAAD993B3844ED10BE100D9E2AEA2?id=1964YAM/CVE3703-3710:4	O(1D) + C3H8 → Products
57586	23633	http://kinetics.nist.gov/kinetics/Detail;jsessionid=08CB24F42030CC73B28FD3129AA665C4?id=1971ELL/CAS240:1	O(1D) + O3 → O2 + O2
57587	23633	http://kinetics.nist.gov/kinetics/Detail;jsessionid=08CB24F42030CC73B28FD3129AA665C4?id=1971CAS/SCH258-264:1	O(1D) + O3 → O2 + O2
57588	23633	http://kinetics.nist.gov/kinetics/Detail;jsessionid=08CB24F42030CC73B28FD3129AA665C4?id=1970YAM3269-3272:3	O(1D) + CO2 → CO2 + O·
57589	23633	http://kinetics.nist.gov/kinetics/Detail;jsessionid=08CB24F42030CC73B28FD3129AA665C4?id=1968YOU/BLA4758-4768:6	O(1D) + H2 → ·OH + H·
57590	23633	http://kinetics.nist.gov/kinetics/Detail;jsessionid=08CB24F42030CC73B28FD3129AA665C4?id=1966PRE/CVE2888-2893:3	O(1D) + CO2 → CO2 + O·
57597	23635	http://kinetics.nist.gov/kinetics/Detail;jsessionid=08E991D409CD074047D6EEB9E3095A3E?id=1970YAM3269-3272:2	O(1D) + CO2 → CO2 + O·
57598	23635	http://kinetics.nist.gov/kinetics/Detail;jsessionid=08E991D409CD074047D6EEB9E3095A3E?id=1970DON/HUS488-490:3	O(1D) + CO2 → CO2 + O·
57599	23635	http://kinetics.nist.gov/kinetics/Detail;jsessionid=08E991D409CD074047D6EEB9E3095A3E?id=1966PRE/CVE2888-2893:2	O(1D) + CO2 → CO2 + O·
57600	23635	http://kinetics.nist.gov/kinetics/Detail;jsessionid=08E991D409CD074047D6EEB9E3095A3E?id=1964YAM/CVE3703-3710:2	O(1D) + C3H8 → Products
57602	23637	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C7A8A3414D4B47115D323765716A94D9?id=1991WAR/GIE403-409:16	O(1D) + CF3CHFCl → Products
57609	23639	http://kinetics.nist.gov/kinetics/Detail;jsessionid=472C21C5C1ECE46B3ACC509196BAF6D1?id=2008DIL/HOR1547-1557:8	O(1D) + N2O → Products
57610	23640	http://kinetics.nist.gov/kinetics/Detail;jsessionid=884C6A68C625A8873AC88603239A13FC?id=2008DIL/HOR1547-1557:6	O(1D) + SO2F2 → Products
57611	23640	http://kinetics.nist.gov/kinetics/Detail;jsessionid=884C6A68C625A8873AC88603239A13FC?id=2008DIL/HOR1547-1557:7	O(1D) + SO2F2 → Products
57612	23641	http://kinetics.nist.gov/kinetics/Detail;jsessionid=B41BD6C0C142DF14CEF05A6B90CA1DED?id=1971SCO/CVE1440:3	O(1D) + N2O → Products
57616	23644	http://kinetics.nist.gov/kinetics/Detail;jsessionid=CC896F5B68787420DAC45EFCE6C44627?id=2012HUA/XU,164307:2	O(1D) + CD3OH → OD + CD2OH
57617	23644	http://kinetics.nist.gov/kinetics/Detail;jsessionid=CC896F5B68787420DAC45EFCE6C44627?id=2012HUA/XU,164307:3	O(1D) + CD3OH → OD + CD2OH
57624	23646	http://kinetics.nist.gov/kinetics/Detail;jsessionid=B1AFA29E339063D792DB2D02AC0219D8?id=1977GRE/WAY371:18	O(1D) + H2O → Products
57625	23647	http://kinetics.nist.gov/kinetics/Detail;jsessionid=FB32CEF312C2FFFF1E9D6F25B3D08914?id=1998CRO/WIN555-563:2	O(1D) + CHBrF2 → Products
57628	23650	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6202320693B32961DB5D61E47881E59A?id=2012HUA/XU,164307:1	O(1D) + CH3OD → CH3O· + OD
57629	23650	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6202320693B32961DB5D61E47881E59A?id=2012HUA/XU,164307:4	O(1D) + CH3OD → CH3O· + OD
57647	23651	http://kinetics.nist.gov/kinetics/Detail;jsessionid=9C285A70C35A9E3DDFEFFD38182C3A68?id=1981PRA/PAU1109:6	O(1D) + O2 → O2 + O·
57648	23651	http://kinetics.nist.gov/kinetics/Detail;jsessionid=9C285A70C35A9E3DDFEFFD38182C3A68?id=1977DAV/SCH5021:4	O(1D) + CO2 → CO2 + O·
57649	23651	http://kinetics.nist.gov/kinetics/Detail;jsessionid=9C285A70C35A9E3DDFEFFD38182C3A68?id=1976DAV/SAD57:4	O(1D) + CO2 → CO2 + O·
57650	23651	http://kinetics.nist.gov/kinetics/Detail;jsessionid=9C285A70C35A9E3DDFEFFD38182C3A68?id=1975STI/PAY4000:2	O(1D) + O2 → O2 + O·
57651	23651	http://kinetics.nist.gov/kinetics/Detail;jsessionid=9C285A70C35A9E3DDFEFFD38182C3A68?id=1975GAU/SNE27:12	O(1D) + O2 → O2 + O·
57652	23651	http://kinetics.nist.gov/kinetics/Detail;jsessionid=9C285A70C35A9E3DDFEFFD38182C3A68?id=1973HEI/HUS819:5	O(1D) + N2O → Products
57653	23651	http://kinetics.nist.gov/kinetics/Detail;jsessionid=9C285A70C35A9E3DDFEFFD38182C3A68?id=1969PAR/CVE7572-7577:4	O(1D) + neo-C5H12 → Products
57656	23652	http://kinetics.nist.gov/kinetics/Detail;jsessionid=CD4F693670E96CDC9FBC75A54FA481F7?id=1970DON/HUS488-490:2	O(1D) + CO2 → CO2 + O·
57659	23655	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4AF7C46760C4AE48D5EF2DB9D21357C0?id=1991WAR/GIE403-409:14	O(1D) + CF3CH2F → Products
57670	23658	http://kinetics.nist.gov/kinetics/Detail;jsessionid=48F3C38F930824D782644A58FC7E3B55?id=2012BAA/HAL11753-11764:11	O(1D) + CHF3 → Products
57673	23659	http://kinetics.nist.gov/kinetics/Detail;jsessionid=11CDD00B617914C79E2A8B632E270EFD?id=1972CLA/NOX1033-1038:1	O(1D) + CO2 → CO2 + O·
57674	23659	http://kinetics.nist.gov/kinetics/Detail;jsessionid=11CDD00B617914C79E2A8B632E270EFD?id=1970YAM3269-3272:1	O(1D) + CO2 → CO2 + O·
57675	23659	http://kinetics.nist.gov/kinetics/Detail;jsessionid=11CDD00B617914C79E2A8B632E270EFD?id=1970DEM4309-4310:1	O(1D) + CO2 → CO2 + O·
57676	23659	http://kinetics.nist.gov/kinetics/Detail;jsessionid=11CDD00B617914C79E2A8B632E270EFD?id=1969PAR/CVE7572-7577:3	O(1D) + neo-C5H12 → Products
57680	23660	http://kinetics.nist.gov/kinetics/Detail;jsessionid=46AE5F2C3F2AE4E2F561C8FBA4E12452?id=1973HEI/HUS927:4	O(1D) + O2 → O2 + O·
57681	23660	http://kinetics.nist.gov/kinetics/Detail;jsessionid=46AE5F2C3F2AE4E2F561C8FBA4E12452?id=1968CLE/REI2799-2801:1	O(1D) + CO2 → CO3
57682	23661	http://kinetics.nist.gov/kinetics/Detail;jsessionid=E702F95A2B4D1B5113401401A47CACA0?id=1981PRA/PAU1109:5	O(1D) + O2 → O2 + O·
57684	23662	http://kinetics.nist.gov/kinetics/Detail;jsessionid=684CF9391A240BA6FE44E67D755BB1D4?id=1979KAJ/FUE445:12	O(1D) + N2O → N2 + O2
57688	23665	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A6D8B980CEB4269CF8D19B9D9CA00E68?id=1996TAK/WAD10145-10149:12	O(1D) + N2 → N2 + O·
57689	23665	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A6D8B980CEB4269CF8D19B9D9CA00E68?id=1993SCH/TAL8976-8982:15	O(1D) + CH3F → Products
57697	23668	http://kinetics.nist.gov/kinetics/Detail;jsessionid=02674896EFA72E2DB2BF85BB5FAA0083?id=1979KAJ/FUE445:10	O(1D) + N2O → N2 + O2
57698	23669	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C5A2E53BC607BE92A7719031D641CCF5?id=2005CHE/THW2207-2216:6	O(1D) + CD4 → Products
57700	23670	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0C68619D737469AC9EE4BD6FE76DE66B?id=2005CHE/THW2207-2216:4	O(1D) + CD4 → Products
57701	23671	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0F15CC27FE81132080BAE1C0ACDA7777?id=2005CHE/THW2207-2216:5	O(1D) + CD4 → Products
57703	23672	http://kinetics.nist.gov/kinetics/Detail;jsessionid=344C853E02A751C558DC50AC95227CDF?id=1974MIC/PAR1457:18	O(1D) + neo-C5H12 → Products
57705	23673	http://kinetics.nist.gov/kinetics/Detail;jsessionid=024369283DA13795990231891B8D179B?id=1979KAJ/FUE445:8	O(1D) + N2O → N2 + O2
57710	23676	http://kinetics.nist.gov/kinetics/Detail;jsessionid=72628AF5C9613587D3667E47E4A95834?id=1975GAU/SNE27:10	O(1D) + O2 → O2 + O·
57711	23676	http://kinetics.nist.gov/kinetics/Detail;jsessionid=72628AF5C9613587D3667E47E4A95834?id=1974PIT/SAN31:15	O(1D) + N2O → Products
57712	23676	http://kinetics.nist.gov/kinetics/Detail;jsessionid=72628AF5C9613587D3667E47E4A95834?id=1971SCO/CVE1440:2	O(1D) + N2O → Products
57714	23677	http://kinetics.nist.gov/kinetics/Detail;jsessionid=83D6E0F2230AC29B11557B1F6D218498?id=1975GAU/SNE27:8	O(1D) + O2 → O2 + O·
57722	23679	http://kinetics.nist.gov/kinetics/Detail;jsessionid=24D1077714693F9D7DDA5BB048D72871?id=2013BAA/FLE2434-2445:27	O(1D) + CHF3 → Products
57723	23679	http://kinetics.nist.gov/kinetics/Detail;jsessionid=24D1077714693F9D7DDA5BB048D72871?id=2013BAA/FLE2434-2445:28	O(1D) + C2F5H → Products
57724	23679	http://kinetics.nist.gov/kinetics/Detail;jsessionid=24D1077714693F9D7DDA5BB048D72871?id=2013BAA/FLE2434-2445:26	O(1D) + NF3 → Products
57725	23680	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0779D3FE9DC754C676E79F7C3F15733C?id=1999GOO/FRA5011-5014:1	 → 
57736	23681	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4B660265C4BA781E3FD6804EA9B03F8F?id=2013BAA/FLE2434-2445:25	O(1D) + CHF2Cl → Products
57737	23681	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4B660265C4BA781E3FD6804EA9B03F8F?id=2013BAA/FLE2434-2445:23	O(1D) + NF3 → Products
57738	23681	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4B660265C4BA781E3FD6804EA9B03F8F?id=2013BAA/FLE2434-2445:24	O(1D) + CF3CF2Cl → Products
57739	23681	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4B660265C4BA781E3FD6804EA9B03F8F?id=1977GRE/WAY371:16	O(1D) + H2O → Products
57741	23682	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AEFC61D7BDAF3395FF16A3BEE5AC79FE?id=1993SCH/TAL8976-8982:12	O(1D) + CHF2CF2CF2CHF2 → Products
57745	23684	http://kinetics.nist.gov/kinetics/Detail;jsessionid=3E7B8016FC833F351DF6B3D677BEEEF1?id=2011BAA/FEI393-401:5	O(1D) + CF3CCl2F → Products
57751	23686	http://kinetics.nist.gov/kinetics/Detail;jsessionid=9A343B30CAE1616E7FF107594BB4221F?id=2012BAA/HAL11753-11764:8	O(1D) + CHF3 → Products
57755	23687	http://kinetics.nist.gov/kinetics/Detail;jsessionid=E12CCACF30B20EF963A701A5600A157B?id=2012BAA/HAL11753-11764:12	O(1D) + CHF3 → Products
57756	23688	http://kinetics.nist.gov/kinetics/Detail;jsessionid=230174C3E32DA2C4284554CD94CE66EB?id=2011BAA/FEI393-401:8	O(1D) + CF3CCl3 → Products
57760	23690	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A3C08F96E9866D6B3195129DA2799789?id=1991WAR/GIE403-409:12	O(1D) + C2F5H → Products
57771	23691	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AFBE1F83C98216238ABD67C71A1C685E?id=2013BAA/FLE2434-2445:21	O(1D) + NF3 → Products
57772	23691	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AFBE1F83C98216238ABD67C71A1C685E?id=2013BAA/FLE2434-2445:22	O(1D) + CHF3 → Products
57773	23691	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AFBE1F83C98216238ABD67C71A1C685E?id=1977GRE/WAY371:14	O(1D) + H2O → Products
57776	23693	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1A2E7E6AFF7CCA5FAC129B7D01EF08CB?id=1998CRO/WIN555-563:3	O(1D) + CF2BrCl → Products
57785	23696	http://kinetics.nist.gov/kinetics/Detail;jsessionid=15DA601B2D297ED8C018F94B661AE04E?id=1983WIN/RAV129:4	O(1D) + COF2 → Products
57786	23696	http://kinetics.nist.gov/kinetics/Detail;jsessionid=15DA601B2D297ED8C018F94B661AE04E?id=1978FLE/HUS355:6	O(1D) + N2O → N2O + O·
57795	23698	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BCC1C44B9293EC9B509114CC8E2DFD08?id=1976JAY/SIM217-224:2	O(1D) + N2O → Products
57796	23698	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BCC1C44B9293EC9B509114CC8E2DFD08?id=1976JAY/SIM217-224:3	O(1D) + N2O → Products
57797	23698	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BCC1C44B9293EC9B509114CC8E2DFD08?id=1976ATK/BRE5765-5770:18	O(1D) + N2O → Products
57798	23698	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BCC1C44B9293EC9B509114CC8E2DFD08?id=1974PIT/SAN31:13	O(1D) + N2O → Products
57800	23699	http://kinetics.nist.gov/kinetics/Detail;jsessionid=728C6A1A96576F6FCEDA229CD7986DEC?id=1978FLE/HUS355:4	O(1D) + N2O → N2O + O·
57806	23700	http://kinetics.nist.gov/kinetics/Detail;jsessionid=DB02094AD0DE6D833E20FA6B75C9898C?id=1976JAY/SIM217-224:1	O(1D) + N2O → Products
57807	23700	http://kinetics.nist.gov/kinetics/Detail;jsessionid=DB02094AD0DE6D833E20FA6B75C9898C?id=1976ATK/BRE5765-5770:16	O(1D) + N2O → Products
57809	23701	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BBF3FD965B3CE86E3C36624EB4A511A2?id=1993SCH/TAL8976-8982:9	O(1D) + C2H5F → Products
57814	23703	http://kinetics.nist.gov/kinetics/Detail;jsessionid=74DB7A836CF91B3D58D50AE57ADA6268?id=1991WAR/GIE403-409:10	O(1D) + CF3CHCl2 → Products
57821	23704	http://kinetics.nist.gov/kinetics/Detail;jsessionid=525AF7C7079C62D01D164303E46225C9?id=1977GRE/WAY371:12	O(1D) + H2O → Products
57822	23705	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BB78D8CB71E85BC816FE635CC63141C8?id=1972MIC/CVE1375-1385:1	O(1D) + Cyclopentane → Products
57824	23706	http://kinetics.nist.gov/kinetics/Detail;jsessionid=497BF1F186D96CD504378743D2218478?id=1974MIC/PAR1457:16	O(1D) + neo-C5H12 → Products
57826	23707	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2664EF3FA23411B0B0DF5E6945DBCF03?id=1974MIC/PAR1457:14	O(1D) + neo-C5H12 → Products
57833	23710	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0FE09407ACE882335206EBD69ADA8433?id=1968WAR/SUL159-164:1	O(1D) + O3 → O2 + O2
57836	23711	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AA7D93C5D6EC96EBAF6DFB4C5DC31AFD?id=1975JAY/SIM381:5	O(1D) + N2O → Products
57837	23711	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AA7D93C5D6EC96EBAF6DFB4C5DC31AFD?id=1975GAU/SNE27:6	O(1D) + O2 → O2 + O·
57838	23711	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AA7D93C5D6EC96EBAF6DFB4C5DC31AFD?id=1973HEI/HUS927:2	O(1D) + O2 → O2 + O·
57847	23712	http://kinetics.nist.gov/kinetics/Detail;jsessionid=94B8B7698E237661FEAC858AF2C8B72C?id=1971SCO/CVE1440:1	O(1D) + N2O → Products
57848	23712	http://kinetics.nist.gov/kinetics/Detail;jsessionid=94B8B7698E237661FEAC858AF2C8B72C?id=1971LOW2282-2283:2	O(1D) + O2 → O2 + O·
57849	23712	http://kinetics.nist.gov/kinetics/Detail;jsessionid=94B8B7698E237661FEAC858AF2C8B72C?id=1969PAR/CVE7572-7577:2	O(1D) + neo-C5H12 → Products
57852	23713	http://kinetics.nist.gov/kinetics/Detail;jsessionid=84F0F8BD2CE87630A6BA75050E0FAA93?id=1981PRA/PAU1109:4	O(1D) + O2 → O2 + O·
57859	23716	http://kinetics.nist.gov/kinetics/Detail;jsessionid=49E73828DA621CF93B588F8E55F514C9?id=2012BAA/HAL11753-11764:10	O(1D) + CHF3 → Products
57861	23717	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A9E07EA2D32F68566B9FC3B9B7FB93C4?id=1979KAJ/FUE445:6	O(1D) + N2O → N2 + O2
57863	23718	http://kinetics.nist.gov/kinetics/Detail;jsessionid=DDF44A75885571A1CB2B35319E079893?id=1979KAJ/FUE445:4	O(1D) + N2O → N2 + O2
57865	23719	http://kinetics.nist.gov/kinetics/Detail;jsessionid=706AFC7CB5E5E2C0F55EB2A7FCD653EC?id=1974MIC/PAR1457:12	O(1D) + neo-C5H12 → Products
57870	23722	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5FDEA28052669514E8A273D6D57791B9?id=1974MIC/PAR1457:10	O(1D) + neo-C5H12 → Products
57874	23724	http://kinetics.nist.gov/kinetics/Detail;jsessionid=66C2AF638758370D5862E0339767AAE8?id=1974MIC/PAR1457:8	O(1D) + neo-C5H12 → Products
57878	23726	http://kinetics.nist.gov/kinetics/Detail;jsessionid=760DF3722C63599236C5482350E23A65?id=2012BAA/HAL11753-11764:9	O(1D) + CHF3 → Products
57886	23727	http://kinetics.nist.gov/kinetics/Detail;jsessionid=614F36ECDC5F0F758A082196CE29639B?id=2013BAA/FLE2434-2445:15	O(1D) + C2F5H → Products
57887	23727	http://kinetics.nist.gov/kinetics/Detail;jsessionid=614F36ECDC5F0F758A082196CE29639B?id=2013BAA/FLE2434-2445:16	O(1D) + CHF2Cl → Products
57888	23727	http://kinetics.nist.gov/kinetics/Detail;jsessionid=614F36ECDC5F0F758A082196CE29639B?id=2013BAA/FLE2434-2445:14	O(1D) + NF3 → Products
57890	23728	http://kinetics.nist.gov/kinetics/Detail;jsessionid=3DBF6F526E757EF253A41CBDFC7B7A92?id=1976FLE/HUS1837-1840:20	O(1D) + N2O → N2O + O·
57897	23729	http://kinetics.nist.gov/kinetics/Detail;jsessionid=B6926ABB09C4C79BAFA172A19BFD0E4F?id=1976ATK/BRE5765-5770:14	O(1D) + N2O → Products
