RecordID	RID	Squib	ReferenceReaction
16919	7340	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A29537DF5360E2B94A77F5F292C4A853?id=2013LEN/AIS38-43:8	n-C5H12 + ·OH → Products
16920	7340	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A29537DF5360E2B94A77F5F292C4A853?id=2013LEN/AIS38-43:6	1,3-Dioxolane + ·OH → Products
16922	7342	http://kinetics.nist.gov/kinetics/Detail;jsessionid=EBEC2EDD18463DA11D1671E825D3A807?id=2010RIO/FLA3962-3970:2	·OH + d-Limonene → Products
16923	7342	http://kinetics.nist.gov/kinetics/Detail;jsessionid=EBEC2EDD18463DA11D1671E825D3A807?id=2010RIO/FLA3962-3970:4	·OH + d-Limonene → Products
16928	7344	http://kinetics.nist.gov/kinetics/Detail;jsessionid=B658F483177418A1CE021DF4626402C7?id=1976WIN/LLO1635:20	iso-C4H8 + ·OH → Products
16933	7345	http://kinetics.nist.gov/kinetics/Detail;jsessionid=18B4C2DB1B90CA75E70A7247DF25D23E?id=2006CLI/WEN563-569:15	(n-C4H9)2O + ·OH → Products
16934	7345	http://kinetics.nist.gov/kinetics/Detail;jsessionid=18B4C2DB1B90CA75E70A7247DF25D23E?id=2006CLI/WEN563-569:16	(n-C3H7)2O + ·OH → Products
16935	7345	http://kinetics.nist.gov/kinetics/Detail;jsessionid=18B4C2DB1B90CA75E70A7247DF25D23E?id=2006CLI/WEN563-569:17	1,2,4-Trimethylbenzene + ·OH → Products
16936	7345	http://kinetics.nist.gov/kinetics/Detail;jsessionid=18B4C2DB1B90CA75E70A7247DF25D23E?id=1997TSE/FLA523-525:8	1,2,4-Trimethylbenzene + ·OH → Products
16940	7348	http://kinetics.nist.gov/kinetics/Detail;jsessionid=03F3FC027C2B63B6B8E5FE7F9900CEB4?id=2006CLI/WEN563-569:21	(n-C3H7)2O + ·OH → Products
16941	7348	http://kinetics.nist.gov/kinetics/Detail;jsessionid=03F3FC027C2B63B6B8E5FE7F9900CEB4?id=2006CLI/WEN563-569:20	(n-C4H9)2O + ·OH → Products
16944	7349	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F259EEDBCE097BC3B79983D2D1E52A05?id=2006CLI/WEN563-569:13	(n-C3H7)2O + ·OH → Products
16945	7349	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F259EEDBCE097BC3B79983D2D1E52A05?id=2006CLI/WEN563-569:14	1,2,4-Trimethylbenzene + ·OH → Products
16946	7349	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F259EEDBCE097BC3B79983D2D1E52A05?id=2006CLI/WEN563-569:12	(n-C4H9)2O + ·OH → Products
16947	7349	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F259EEDBCE097BC3B79983D2D1E52A05?id=1997TSE/FLA523-525:6	1,2,4-Trimethylbenzene + ·OH → Products
16949	7350	http://kinetics.nist.gov/kinetics/Detail;jsessionid=820B6DA531E0BCB216627C175EA53355?id=2006CLI/WEN563-569:8	(n-C3H7)2O + ·OH → Products
16950	7350	http://kinetics.nist.gov/kinetics/Detail;jsessionid=820B6DA531E0BCB216627C175EA53355?id=2006CLI/WEN563-569:7	(n-C4H9)2O + ·OH → Products
16953	7351	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4B2ABF5C7356B7E2C66C541D86636339?id=2013ASC/ARE2556-2568:2	1,3,5-Trimethylbenzene + ·OH → Products
16955	7352	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D4F48CB30CA8458E94F47173DF98D7FD?id=1994BIE/BAR715-729:12	CH3CH=CH2 + ·OH → Products
16959	7353	http://kinetics.nist.gov/kinetics/Detail;jsessionid=84A74E156A0C5F6F46D83234028F5959?id=2011MUN/VER1880-1886:1	Cyclohexane + ·OH → Cyclohexyl + H2O
16960	7353	http://kinetics.nist.gov/kinetics/Detail;jsessionid=84A74E156A0C5F6F46D83234028F5959?id=2011MUN/VER1880-1886:2	Cyclohexane + ·OH → Cyclohexyl + H2O
16961	7353	http://kinetics.nist.gov/kinetics/Detail;jsessionid=84A74E156A0C5F6F46D83234028F5959?id=2011MUN/VER1880-1886:3	n-C8H18 + ·OH → Other Products + H2O
16965	7354	http://kinetics.nist.gov/kinetics/Detail;jsessionid=8E6729561CB5A5796F104B40ED57B309?id=2007HUR/BAL9789-9795:8	C2H2 + ·OH → Products
16966	7354	http://kinetics.nist.gov/kinetics/Detail;jsessionid=8E6729561CB5A5796F104B40ED57B309?id=2007HUR/BAL9789-9795:7	C2H4 + ·OH → Products
16976	7359	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C4B10B86B8317B8A3B5A779BE2AF2940?id=2015LAU/BEJ6179-6187:11	1,3-Butadiene + ·OH → Products
16977	7359	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C4B10B86B8317B8A3B5A779BE2AF2940?id=2015LAU/BEJ6179-6187:12	1-C4H8 + ·OH → Products
16979	7361	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0851320C3F9CB2BE40F7EAA470843F4E?id=2001ASC/MAR4080-4088:1	iso-C4H8 + ·OH → Products
16980	7361	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0851320C3F9CB2BE40F7EAA470843F4E?id=2001ASC/MAR4080-4088:2	iso-C4H8 + ·OH → Products
16981	7362	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D7202CA2BAB846A41EF867F401F02CE0?id=2001ASC/MAR4080-4088:7	·OH + C4H9OCH2CH(OH)CH3 → Products
16982	7363	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F9DD30F7E20479205F1DF0BB965491A6?id=2001ASC/MAR4080-4088:8	·OH + C4H9OCH2CH(OH)CH3 → Products
16983	7364	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F4E35D1437ADAA9D868C4FFE8BE82EAE?id=2001ASC/MAR4080-4088:9	·OH + C4H9OCH2CH(OH)CH3 → Products
16984	7365	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F7CE2FDCEB28AAA53D336A82D42D8054?id=2001ASC/MAR4080-4088:10	·OH + C4H9OCH2CH(OH)CH3 → Products
16985	7366	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0F8A4EA8770823FD953C81ABC2FD59F4?id=2001ASC/MAR4080-4088:11	·OH + C4H9OCH2CH(OH)CH3 → Products
16986	7367	http://kinetics.nist.gov/kinetics/Detail;jsessionid=01DD1DF70D01889199CB929416DD0777?id=2001ASC/MAR4080-4088:12	·OH + C4H9OCH2CH(OH)CH3 → Products
16987	7368	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F69ECE9594C8252687CF5C218E1559BB?id=2001ASC/MAR4080-4088:13	·OH + C4H9OCH2CH(OH)CH3 → Products
16988	7369	http://kinetics.nist.gov/kinetics/Detail;jsessionid=13DECBD9C88B5601EA86F7ED7170742F?id=2001ASC/MAR4080-4088:14	·OH + C4H9OCH2CH(OH)CH3 → Products
16991	7370	http://kinetics.nist.gov/kinetics/Detail;jsessionid=611856C6A02BF123260476F15A7E51C8?id=2000ASC/ARE3998-4003:1	n-C8H18 + ·OH → Products
16993	7371	http://kinetics.nist.gov/kinetics/Detail;jsessionid=EECB1B35CB8031F4D2DE11DCEEB9A61A?id=2000ASC/ARE3998-4003:6	n-C8H18 + ·OH → Products
16994	7372	http://kinetics.nist.gov/kinetics/Detail;jsessionid=DC809629EAE8ABDA94536B3B054E8E00?id=2006SEL/NYM141-152:19	CH3Cl + ·OH → ·CH2Cl + H2O
16995	7373	http://kinetics.nist.gov/kinetics/Detail;jsessionid=71ECE089C0D06519E18A65EC84CF1A41?id=2006SEL/NYM141-152:20	CH3Cl + ·OH → ·CH2Cl + H2O
16997	7374	http://kinetics.nist.gov/kinetics/Detail;jsessionid=8594F04CF7C29CAB3A30061BF81EBE47?id=2007BEJ/BAR5686-5692:5	C2H4 + ·OH → Products
17011	7385	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D6A803BBFEE532722225E927FAAC00BD?id=2004SID/WEN7386-7392:1	n-C3H7OH + ·OH → Products
17012	7385	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D6A803BBFEE532722225E927FAAC00BD?id=2004ODO/SID7386-7392:1	n-C3H7OH + ·OH → Products
17021	7390	http://kinetics.nist.gov/kinetics/Detail;jsessionid=FFB36D9D8DCF7838AF731A77DF2EFB93?id=1981KER/SHE960:20	C2H4 + ·OH → Products
17027	7391	http://kinetics.nist.gov/kinetics/Detail;jsessionid=EF477C4A767A8A1CDAC0D0649854CF1D?id=2014MAG/AUR3450-3462:3	CH3OH + ·OH → Products
17028	7391	http://kinetics.nist.gov/kinetics/Detail;jsessionid=EF477C4A767A8A1CDAC0D0649854CF1D?id=2014MAG/AUR3450-3462:4	(CH3)2O + ·OH → Products
17036	7396	http://kinetics.nist.gov/kinetics/Detail;jsessionid=B3732EDE8CBCCF2C2BA5AA475A5DAC91?id=2012MUN/VER33-40:3	CH2=C(CH3)CH=CH2 + ·OH → Products
17050	7406	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1F9DE630F04289AC9EBEBA1C41C54681?id=1995HSU/DEM11141-11146:8	CHF3 + ·OH → ·CF3 + H2O
17051	7406	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1F9DE630F04289AC9EBEBA1C41C54681?id=1995HSU/DEM11141-11146:6	CH4 + ·OH → ·CH3 + H2O
17064	7414	http://kinetics.nist.gov/kinetics/Detail;jsessionid=DFB8576A843494150369090D73ED4D23?id=1995ATK/ARE941-955:22	(E)-2-C4H8 + ·OH → Products
17066	7415	http://kinetics.nist.gov/kinetics/Detail;jsessionid=84A8E360122E9399A65581D1DFE2D555?id=1994BIE/BAR715-729:10	CH3CH=CH2 + ·OH → Products
17068	7416	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D5179E79848226B9C0F59396EE128972?id=1994BIE/BAR715-729:8	CH3CH=CH2 + ·OH → Products
17072	7419	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1836FF50152B3286C81AE38E05FC22EE?id=1988ATK/ASC339:2	n-C4H10 + ·OH → Products
17083	7428	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F78958B8894099AEB74EF73ED325ED19?id=1990ATK/ASC2647-2654:7	CH2=C(CH3)CH=CH2 + ·OH → Products
17196	7437	http://kinetics.nist.gov/kinetics/Detail;jsessionid=988218A3FD34571716BE5F5620A67D4D?id=1985ATK/ASC159:15	(CH3)2C=CHCH3 + NO3 → Products
17202	7442	http://kinetics.nist.gov/kinetics/Detail;jsessionid=CDA6B2B12636851351572812F93F4A77?id=2005OYA/SEL337-346:25	CH2FCHF2 + ·OH → Products
17235	7463	http://kinetics.nist.gov/kinetics/Detail;jsessionid=441BF184273FB5785C11757C33583B2C?id=1998RIM/HER4592-4595:1	·CH + NO2 → Products
17237	7465	http://kinetics.nist.gov/kinetics/Detail;jsessionid=DBFEFC4B73338701057BA214486E30D6?id=1998RIM/HER4592-4595:2	·CH + NO2 → Products
17243	7467	http://kinetics.nist.gov/kinetics/Detail;jsessionid=19F810843B607B61D51A9BC0528611C5?id=1998MAR/RAY3358-3367:1	·CH + NO → Products
17248	7469	http://kinetics.nist.gov/kinetics/Detail;jsessionid=EA1D05CD70A25F01E4634BE7C19DE1E2?id=1998MAR/RAY3358-3367:3	·CH + NO → Products
17251	7470	http://kinetics.nist.gov/kinetics/Detail;jsessionid=EAB2EBAD9894D57A26DE2F3E3C43276B?id=1998MAR/RAY3358-3367:4	·CH + NO → Products
17253	7471	http://kinetics.nist.gov/kinetics/Detail;jsessionid=EB8FB7C55923A39DD52EB81AA5564857?id=1998MAR/RAY3358-3367:2	·CH + NO → Products
17265	7473	http://kinetics.nist.gov/kinetics/Detail;jsessionid=02BAE3322A60B8B97274B8CDBFE1D6B9?id=1997HOV/HER145-150:1	·CH + N2O → CO + N2 + H·
17298	7481	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D01BCE275EED0408481A810AF601E129?id=1996TAA17840-17845:2	O2 + CD → Products
17307	7487	http://kinetics.nist.gov/kinetics/Detail;jsessionid=17A48CE85A9CACA353898812C4E293CE?id=2009BER/MOI21-25:2	·CH + H2O → Products
17353	7493	http://kinetics.nist.gov/kinetics/Detail;jsessionid=7208A14DD52FA7CF103E9A13E9C05607?id=2012BLI/TAL5877-5885:5	·CH + NH3 → Products
17354	7494	http://kinetics.nist.gov/kinetics/Detail;jsessionid=20CF3B307BD40BA165FA9A50E969565C?id=2012BLI/TAL5877-5885:3	·CH + NH3 → Products
17355	7495	http://kinetics.nist.gov/kinetics/Detail;jsessionid=839B5AF1FDE37FC35A5B12E1DD21C8AA?id=2012BLI/TAL5877-5885:1	·CH + NH3 → Products
17362	7497	http://kinetics.nist.gov/kinetics/Detail;jsessionid=80FEB96ADA8A80BCB0327CC4BD16BFF7?id=2012BLI/TAL5877-5885:4	·CH + NH3 → Products
17364	7499	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C09E4A3A20E6CA1FA8FF9B5607A5B018?id=1999BER/CAL6360-6365:2	 → 
17365	7500	http://kinetics.nist.gov/kinetics/Detail;jsessionid=38655073A5C1A3FE91BCFB6D818986AA?id=1999BER/CAL6360-6365:1	 → 
17367	7501	http://kinetics.nist.gov/kinetics/Detail;jsessionid=316B657A78ADBC2687BABDEE7F637F39?id=1966BRA/WEL2650:2	CH4 + ·CH → C2H4 + H·
17369	7503	http://kinetics.nist.gov/kinetics/Detail;jsessionid=11FD0F0B269ED8FE8B446AED315B208B?id=1978FOU/MAR132:8	C2H5OCH2CH2 → C2H4 + CH3CH2O·
17373	7506	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1AD33A080593466A40E3B473E7CCFF55?id=2004LEC/VIL795-805:14	C2H4 + ·Cl → Products
17374	7506	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1AD33A080593466A40E3B473E7CCFF55?id=2004LEC/VIL795-805:18	C2H5Cl + ·Cl → Products
17375	7506	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1AD33A080593466A40E3B473E7CCFF55?id=2004LEC/VIL795-805:22	HC(O)OCH3 + ·Cl → Products
17394	7518	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4C28764AE824AC2BCE37F69C94488AA6?id=1958MIL/STE6486:1	H2 + n-C3F7 → C2F5CF2H + H·
17395	7519	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C88574977046BEC1397AAC4B8D8B9386?id=1983WEE/WHI1329-1334:2	(CF3)2CF + HBr → CF3CHFCF3 + Br·
17398	7522	http://kinetics.nist.gov/kinetics/Detail;jsessionid=694713DE89AE89F918C5E91A09425417?id=1973WU/ROD1001:2	CF3CH2 + HI → CH3CF3 + I
17403	7526	http://kinetics.nist.gov/kinetics/Detail;jsessionid=241AAB2367D8999F478CFF011807EFC0?id=2000BEU/DAN4049-4060:2	CD2O + ·Cl → DCl + CDO
17404	7527	http://kinetics.nist.gov/kinetics/Detail;jsessionid=ECCD8801194B5786D07DFFAEA5C6943B?id=2000BEU/DAN4049-4060:4	CD2O + Br· → DBr + CDO
17405	7528	http://kinetics.nist.gov/kinetics/Detail;jsessionid=09F093D979C860A98C8D4DE95E5B466D?id=2003DAN/BAK1790-1805:4	CD2O + ·OH → Products
17407	7530	http://kinetics.nist.gov/kinetics/Detail;jsessionid=74ADD9A776A99469F8BBF20560ABD43A?id=1980FUJ/UMS399:2	CH3CCH + O· → CO + CH3CH
17409	7531	http://kinetics.nist.gov/kinetics/Detail;jsessionid=E9156703392BA1CE7919B2EDCF9A1625?id=1995ATK/TUA3033-3039:10	n-C4H10 + ·Cl → Other Products + HCl
17411	7532	http://kinetics.nist.gov/kinetics/Detail;jsessionid=E5BC38E0A635AF4C5FD9C5C04404DAC1?id=1995ATK/TUA3033-3039:8	n-C4H10 + ·OH → Other Products + H2O
17416	7535	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C7764298E33152AAE70EFA1200BB4B33?id=2005CAB/VIL1935-1944:7	n-C9H20 + ·Cl → Products
17418	7536	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C8AD7D002A0DC7F55E06265B0F531FEA?id=1992BIE/BAR813-817:8	CH3CH=CH2 + ·OH → Products
17420	7537	http://kinetics.nist.gov/kinetics/Detail;jsessionid=FC2F07F9734603E78E31A1EFC7227340?id=2005DAL/TAC420-426:7	C2H6 + ·Cl → Products
17457	7566	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A9A94FA1F62F611F213091DF79C03A7C?id=1994WAL/HUR34-42:4	HO2 + CH2FO2 → Products
17458	7567	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4E79F0FD486029B21C35E8B48D8AE045?id=1994WAL/HUR34-42:3	HO2 + CH2FO2 → Products
17461	7570	http://kinetics.nist.gov/kinetics/Detail;jsessionid=46CFB849375B3DA61B69BC511970E2EC?id=2004MCG/KIM7247-7252:1	HO2 + CH2BrOO → Products
17462	7570	http://kinetics.nist.gov/kinetics/Detail;jsessionid=46CFB849375B3DA61B69BC511970E2EC?id=2004MCG/KIM7247-7252:4	HO2 + CH2BrOO → Products
17463	7571	http://kinetics.nist.gov/kinetics/Detail;jsessionid=841B290F2DD3021749F34A9265B020BF?id=1995CHE/CAT519-528:1	HO2 + CH2BrOO → HC(O)Br + H2O + O2
17466	7573	http://kinetics.nist.gov/kinetics/Detail;jsessionid=32BF5326ECB779DCEED818E9AA260A4D?id=1988JEN/COX913:3	HO2 + CD3O2· → Products
17469	7576	http://kinetics.nist.gov/kinetics/Detail;jsessionid=565F1A29CD481B0616D5EB8DAD939E24?id=2012HAS/TYN6264-6281:12	HO2 + CH3CH2C(O)OO → Products
17470	7577	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D7022409950AD1275B61C5FC2CA4D7F2?id=2012HAS/TYN6264-6281:11	HO2 + CH3CH2C(O)OO → Products
17471	7578	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AD8A98B2B6F18224799442BAB63EC11A?id=2012HAS/TYN6264-6281:13	HO2 + CH3CH2C(O)OO → Products
17472	7579	http://kinetics.nist.gov/kinetics/Detail;jsessionid=3A2706FF88AB473A4C0E715D94422DA6?id=2005HAS/KUW218-230:13	HO2 + CH3C(O)CH2OO· → Products
17473	7579	http://kinetics.nist.gov/kinetics/Detail;jsessionid=3A2706FF88AB473A4C0E715D94422DA6?id=2005HAS/KUW218-230:14	HO2 + CH3C(O)CH2OO· → Products
17474	7580	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A1584D31A8CD5BB47911223A03155C29?id=2012HAS/TYN6264-6281:10	HO2 + CH3C(O)CH2OO· → Products
17475	7580	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A1584D31A8CD5BB47911223A03155C29?id=2008JEN/HUR4274-4280:1	HO2 + CH3C(O)CH2OO· → Products
17476	7580	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A1584D31A8CD5BB47911223A03155C29?id=2004HAS/TYN5979-5989:6	HO2 + CH3C(O)CH2OO· → Products
17477	7580	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A1584D31A8CD5BB47911223A03155C29?id=2005HAS/KUW218-230:11	HO2 + CH3C(O)CH2OO· → Products
17478	7580	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A1584D31A8CD5BB47911223A03155C29?id=2005HAS/KUW218-230:12	HO2 + CH3C(O)CH2OO· → Products
17482	7581	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FC02BB3800F2E19E1B87C3120415202?id=2012HAS/TYN6264-6281:9	HO2 + CH3C(O)CH2OO· → Products
17483	7581	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FC02BB3800F2E19E1B87C3120415202?id=2004HAS/TYN5979-5989:5	HO2 + CH3C(O)CH2OO· → Products
17484	7581	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FC02BB3800F2E19E1B87C3120415202?id=2005HAS/KUW218-230:16	HO2 + CH3C(O)CH2OO· → Products
17485	7581	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FC02BB3800F2E19E1B87C3120415202?id=2005HAS/KUW218-230:15	HO2 + CH3C(O)CH2OO· → Products
17494	7585	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D59E47210EB0934617F007A4251D9B63?id=1999WU/CAR44-50:3	HO2 + CH2ClO2 → Products
17495	7585	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D59E47210EB0934617F007A4251D9B63?id=1996WAL/HUR164-173:4	HO2 + CH2ClO2 → Products
17499	7587	http://kinetics.nist.gov/kinetics/Detail;jsessionid=215ED1803CF9CED549F0B69F5D8A0C88?id=1996WAL/HUR164-173:3	HO2 + CH2ClO2 → Products
17509	7596	http://kinetics.nist.gov/kinetics/Detail;jsessionid=3D3E954627D2441D154FDC2A18BCB876?id=2010JEN/HUR408-416:2	HO2 + CH3OCH2O2 → Products
17510	7596	http://kinetics.nist.gov/kinetics/Detail;jsessionid=3D3E954627D2441D154FDC2A18BCB876?id=1993WAL/HUR41-47:4	HO2 + CH3OCH2O2 → Products
17511	7597	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2C5F3DF3573C34993818737B85F15E2A?id=2010JEN/HUR408-416:1	HO2 + CH3OCH2O2 → Products
17512	7598	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1A244034B0625DB049988D800CE91FFB?id=2010JEN/HUR408-416:3	HO2 + CH3OCH2O2 → Products
17513	7599	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D7FBA8EA1BBD683EB2FC9C42CA8CEA15?id=1993WAL/HUR41-47:3	HO2 + CH3OCH2O2 → Products
17532	7611	http://kinetics.nist.gov/kinetics/Detail;jsessionid=586DF18FD5DE764B0DA50DA7F113107A?id=2014GRO/DIL974-985:3	HO2 + CH3C(O)OO(·) → Products
17533	7611	http://kinetics.nist.gov/kinetics/Detail;jsessionid=586DF18FD5DE764B0DA50DA7F113107A?id=2007JEN/HUR3149-3162:3	HO2 + CH3C(O)OO(·) → Products
17534	7611	http://kinetics.nist.gov/kinetics/Detail;jsessionid=586DF18FD5DE764B0DA50DA7F113107A?id=2006LEC/RAY2163-2171:2	HO2 + CH3C(O)OO(·) → Products
17536	7611	http://kinetics.nist.gov/kinetics/Detail;jsessionid=586DF18FD5DE764B0DA50DA7F113107A?id=2005HAS/KUW218-230:9	HO2 + CH3C(O)OO(·) → Products
17537	7611	http://kinetics.nist.gov/kinetics/Detail;jsessionid=586DF18FD5DE764B0DA50DA7F113107A?id=2005HAS/KUW218-230:10	HO2 + CH3C(O)OO(·) → Products
17541	7612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=03D55353A786B543D95E971B8B51020A?id=2007JEN/HUR3149-3162:1	HO2 + CH3C(O)OO(·) → Products
17542	7612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=03D55353A786B543D95E971B8B51020A?id=2004HAS/TYN5979-5989:2	HO2 + CH3C(O)OO(·) → Products
17543	7612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=03D55353A786B543D95E971B8B51020A?id=2001TOM/VIL3505-3514:8	HO2 + CH3C(O)OO(·) → Products
17544	7612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=03D55353A786B543D95E971B8B51020A?id=1999CRA/WAL365-378:4	HO2 + CH3C(O)OO(·) → Products
17545	7612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=03D55353A786B543D95E971B8B51020A?id=1992HOR/MOO3305-3312:2	HO2 + CH3C(O)OO(·) → CH3C(O)OH + O3
17546	7612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=03D55353A786B543D95E971B8B51020A?id=1989MOO/VEY443-447:3	HO2 + CH3C(O)OO(·) → Products
17548	7612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=03D55353A786B543D95E971B8B51020A?id=2005HAS/KUW218-230:5	HO2 + CH3C(O)OO(·) → Products
17549	7612	http://kinetics.nist.gov/kinetics/Detail;jsessionid=03D55353A786B543D95E971B8B51020A?id=2005HAS/KUW218-230:6	HO2 + CH3C(O)OO(·) → Products
17553	7613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A88644BA1BD1645192A835B123CE2DD4?id=2014GRO/DIL974-985:5	HO2 + CH3C(O)OO(·) → Products
17554	7613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A88644BA1BD1645192A835B123CE2DD4?id=2007JEN/HUR3149-3162:2	HO2 + CH3C(O)OO(·) → Products
17555	7613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A88644BA1BD1645192A835B123CE2DD4?id=2006LEC/RAY2163-2171:3	HO2 + CH3C(O)OO(·) → Products
17556	7613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A88644BA1BD1645192A835B123CE2DD4?id=2004HAS/TYN5979-5989:3	HO2 + CH3C(O)OO(·) → Products
17557	7613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A88644BA1BD1645192A835B123CE2DD4?id=2001TOM/VIL3505-3514:5	HO2 + CH3C(O)OO(·) → Products
17558	7613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A88644BA1BD1645192A835B123CE2DD4?id=1999CRA/WAL365-378:3	CH3C(O)OH + HO2 → Products
17559	7613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A88644BA1BD1645192A835B123CE2DD4?id=1999CRA/WAL365-378:2	HO2 + CH3C(O)OO(·) → Products
17560	7613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A88644BA1BD1645192A835B123CE2DD4?id=1989MOO/VEY443-447:2	HO2 + CH3C(O)OO(·) → Products
17562	7613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A88644BA1BD1645192A835B123CE2DD4?id=2005HAS/KUW218-230:7	HO2 + CH3C(O)OO(·) → Products
17563	7613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A88644BA1BD1645192A835B123CE2DD4?id=2005HAS/KUW218-230:8	HO2 + CH3C(O)OO(·) → Products
17577	7615	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D85D15ABBF751C00B66D4453A5090E13?id=2004HAS/TYN5979-5989:4	HO2 + CH3C(O)OO(·) → Products
17584	7621	http://kinetics.nist.gov/kinetics/Detail;jsessionid=539127C581EDF17D8C842F335FD06E1A?id=2007JEN/HUR3149-3162:5	HO2 + HOCH2OO → Products
17585	7622	http://kinetics.nist.gov/kinetics/Detail;jsessionid=899F535121A30EBCCF1C5ABE4424AAA7?id=2007JEN/HUR3149-3162:4	HO2 + HOCH2OO → Products
17613	7625	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2734D34F66336F7DCFE9B536DE0F92B3?id=2005HIC/KEY6887-6900:4	HO2 + ·Cl → Products
17614	7625	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2734D34F66336F7DCFE9B536DE0F92B3?id=1980COX649:2	H2 + ·Cl → HCl + H·
17629	7626	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BF22F43751B7A97C96E45FAA23E10145?id=2005HIC/KEY6887-6900:5	HO2 + ·Cl → Products
17630	7626	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BF22F43751B7A97C96E45FAA23E10145?id=1993DOB/BEN8798-8809:3	HO2 + ·Cl → Products
17631	7626	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BF22F43751B7A97C96E45FAA23E10145?id=1982LEE/HOW756:3	HO2 + ·Cl → Products
17670	7637	http://kinetics.nist.gov/kinetics/Detail;jsessionid=3F880FD401A9817D284AD311E45C569B?id=1983KEY837:1	·OH + O· → O2 + H·
